1, 0.240737
2, 0.07355729
3, 0.4627422
4, 0.773362
5, 0.1899818
6, 8.498659
7, 8.322365
8, 1.631479
9,	0.08334896
10,	0.1655443
11,	0.2894661
12,	5.67188
13,	1.944906
14,	1.892891
15,	1.122221
16,	0.1526849
17,	0.02096875
18,	0.1160599
19,	2.720375
20,	10.40072
21,	1.994823
22,	1.007888
23,	19.78141
24,	11.16497
25,	1.57238
