1,-36,-24,295,315,MAY2015_48Z_12Z_SMG.nc,0.06567
2,-36,-24,295,315,MAY2015_48Z_12Z_SMG.nc,0.22408
3,-36,-24,295,315,MAY2015_48Z_12Z_SMG.nc,0.55582
4,-36,-24,295,315,MAY2015_48Z_12Z_SMG.nc,0.04519
5,-36,-24,295,315,MAY2015_48Z_12Z_SMG.nc,0.65043
6,-36,-24,295,315,MAY2015_48Z_12Z_SMG.nc,5.39459
7,-36,-24,295,315,MAY2015_48Z_12Z_SMG.nc,6.57860
8,-36,-24,295,315,MAY2015_48Z_12Z_SMG.nc,0
9,-36,-24,295,315,MAY2015_48Z_12Z_SMG.nc,0.29264
10,-36,-24,295,315,MAY2015_48Z_12Z_SMG.nc,0.38435
11,-36,-24,295,315,MAY2015_48Z_12Z_SMG.nc,0.61787
12,-36,-24,295,315,MAY2015_48Z_12Z_SMG.nc,2.05167
13,-36,-24,295,315,MAY2015_48Z_12Z_SMG.nc,1.85400
14,-36,-24,295,315,MAY2015_48Z_12Z_SMG.nc,5.72261
15,-36,-24,295,315,MAY2015_48Z_12Z_SMG.nc,2.18090
16,-36,-24,295,315,MAY2015_48Z_12Z_SMG.nc,0.45120
17,-36,-24,295,315,MAY2015_48Z_12Z_SMG.nc,0.11391
18,-36,-24,295,315,MAY2015_48Z_12Z_SMG.nc,0.80949
19,-36,-24,295,315,MAY2015_48Z_12Z_SMG.nc,5.36407
20,-36,-24,295,315,MAY2015_48Z_12Z_SMG.nc,4.01927
21,-36,-24,295,315,MAY2015_48Z_12Z_SMG.nc,1.31899
22,-36,-24,295,315,MAY2015_48Z_12Z_SMG.nc,1.68534
23,-36,-24,295,315,MAY2015_48Z_12Z_SMG.nc,13.36043
24,-36,-24,295,315,MAY2015_48Z_12Z_SMG.nc,6.07396
25,-36,-24,295,315,MAY2015_48Z_12Z_SMG.nc,1.95623
